coo: 54.99_73.37;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.10;137.24;7.20;150.11;10.58;163.65;11.98;177.65;11.28;191.72;8.55;205.45;3.99;218.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.14;137.10;7.25;149.98;10.65;163.52;12.07;177.53;11.38;191.62;8.66;205.37;4.12;218.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.18;136.97;7.30;149.84;10.72;163.40;12.16;177.42;11.49;191.52;8.78;205.29;4.24;218.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.22;136.83;7.37;149.71;10.80;163.28;12.26;177.31;11.61;191.43;8.91;205.21;4.38;218.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.27;136.69;7.44;149.58;10.89;163.15;12.36;177.20;11.73;191.34;9.04;205.14;4.52;218.32;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.34;136.55;7.51;149.44;10.99;163.03;12.48;177.09;11.85;191.25;9.18;205.07;4.67;218.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.40;136.40;7.60;149.31;11.09;162.90;12.60;176.99;11.99;191.16;9.33;205.01;4.82;218.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.48;136.26;7.69;149.17;11.20;162.78;12.72;176.88;12.13;191.08;9.48;204.95;4.98;218.18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;136.11;7.79;149.03;11.32;162.66;12.86;176.78;12.28;191.00;9.64;204.89;5.15;218.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.65;135.96;7.90;148.90;11.44;162.54;13.00;176.67;12.44;190.92;9.80;204.83;5.32;218.11;-0.69;230.67;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.75;135.81;8.01;148.76;11.58;162.41;13.15;176.57;12.60;190.84;9.98;204.78;5.50;218.09;-0.51;230.66;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.85;135.66;8.14;148.62;11.72;162.29;13.31;176.47;12.77;190.77;10.15;204.74;5.68;218.07;-0.32;230.66;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.97;135.51;8.27;148.48;11.86;162.17;13.47;176.38;12.95;190.70;10.34;204.69;5.87;218.05;-0.13;230.66;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.08;135.36;8.40;148.34;12.02;162.05;13.64;176.28;13.13;190.63;10.53;204.65;6.06;218.03;0.06;230.67;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.21;135.20;8.54;148.20;12.18;161.93;13.82;176.19;13.32;190.57;10.73;204.62;6.26;218.03;0.26;230.69;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.34;135.05;8.70;148.06;12.35;161.81;14.00;176.10;13.52;190.51;10.93;204.59;6.47;218.02;0.47;230.70;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.48;134.89;8.85;147.92;12.52;161.70;14.19;176.01;13.72;190.45;11.14;204.56;6.68;218.02;0.67;230.73;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.63;134.74;9.02;147.78;12.70;161.58;14.39;175.92;13.93;190.39;11.35;204.54;6.89;218.03;0.89;230.76;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.78;134.58;9.19;147.65;12.89;161.47;14.59;175.83;14.14;190.34;11.57;204.52;7.11;218.04;1.11;230.79;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.94;134.43;9.37;147.51;13.09;161.35;14.80;175.75;14.36;190.29;11.80;204.51;7.34;218.06;1.33;230.83;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.11;134.27;9.55;147.37;13.29;161.24;15.02;175.67;14.59;190.25;12.03;204.50;7.57;218.08;1.55;230.88;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.29;134.11;9.74;147.23;13.50;161.13;15.24;175.59;14.82;190.21;12.26;204.49;7.80;218.10;1.78;230.93;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.47;133.95;9.94;147.10;13.71;161.02;15.47;175.52;15.06;190.17;12.50;204.49;8.04;218.14;2.02;230.99;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.65;133.80;10.15;146.96;13.93;160.91;15.71;175.45;15.30;190.14;12.75;204.50;8.28;218.17;2.26;231.05;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.85;133.64;10.36;146.82;14.16;160.81;15.95;175.38;15.55;190.11;13.00;204.51;8.53;218.21;2.50;231.11;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.05;133.48;10.57;146.69;14.40;160.70;16.20;175.31;15.80;190.08;13.25;204.52;8.78;218.26;2.74;231.19;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.25;133.32;10.80;146.55;14.64;160.60;16.45;175.24;16.06;190.06;13.51;204.53;9.04;218.31;2.99;231.26;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.47;133.17;11.03;146.42;14.88;160.50;16.71;175.18;16.33;190.04;13.78;204.56;9.30;218.37;3.25;231.35;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.69;133.01;11.26;146.29;15.13;160.40;16.97;175.12;16.59;190.02;14.05;204.58;9.56;218.43;3.50;231.44;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.91;132.85;11.51;146.16;15.39;160.30;17.24;175.07;16.87;190.01;14.32;204.61;9.83;218.49;3.76;231.53;--;--;--;--;--;--;--;--;--;--;--;--;
2018-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.78;120.15;6.14;132.70;11.75;146.03;15.66;160.20;17.51;175.01;17.15;190.00;14.60;204.65;10.10;218.56;4.02;231.63;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.56;119.98;6.38;132.54;12.01;145.90;15.92;160.11;17.79;174.96;17.43;190.00;14.88;204.69;10.38;218.64;4.29;231.73;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.33;119.80;6.62;132.38;12.27;145.77;16.20;160.02;18.08;174.91;17.72;190.00;15.17;204.73;10.65;218.72;4.56;231.84;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.10;119.63;6.87;132.23;12.53;145.64;16.48;159.93;18.37;174.87;18.02;190.00;15.46;204.78;10.94;218.81;4.83;231.96;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.14;119.45;7.13;132.07;12.80;145.51;16.76;159.84;18.66;174.82;18.31;190.01;15.75;204.83;11.22;218.90;5.10;232.08;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;119.28;7.39;131.92;13.08;145.39;17.05;159.75;18.96;174.79;18.62;190.02;16.05;204.89;11.51;218.99;5.38;232.20;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.64;119.10;7.65;131.77;13.36;145.27;17.35;159.67;19.27;174.75;18.92;190.03;16.35;204.95;11.80;219.10;5.66;232.33;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.90;118.93;7.92;131.61;13.65;145.14;17.65;159.58;19.58;174.72;19.23;190.05;16.65;205.02;12.09;219.20;5.94;232.47;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.16;118.76;8.20;131.46;13.94;145.02;17.96;159.50;19.89;174.69;19.55;190.08;16.96;205.09;12.39;219.31;6.22;232.61;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.43;118.58;8.48;131.31;14.24;144.90;18.27;159.42;20.21;174.66;19.87;190.10;17.27;205.17;12.69;219.43;6.51;232.75;--;--;--;--;--;--;--;--;--;--;--;--;
2018-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.70;118.41;8.77;131.16;14.54;144.78;18.58;159.35;20.53;174.63;20.19;190.13;17.59;205.25;12.99;219.55;6.79;232.90;-0.57;245.46;--;--;--;--;--;--;--;--;--;--;
2018-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.98;118.24;9.06;131.01;14.84;144.66;18.90;159.27;20.86;174.61;20.51;190.17;17.90;205.34;13.29;219.67;7.08;233.06;-0.30;245.63;--;--;--;--;--;--;--;--;--;--;
2018-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.26;118.06;9.36;130.86;15.15;144.55;19.22;159.20;21.19;174.59;20.84;190.21;18.22;205.42;13.60;219.80;7.37;233.22;-0.02;245.81;--;--;--;--;--;--;--;--;--;--;
2018-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.54;117.89;9.66;130.71;15.47;144.43;19.55;159.13;21.52;174.58;21.18;190.25;18.55;205.52;13.91;219.94;7.67;233.38;0.26;246.00;--;--;--;--;--;--;--;--;--;--;
2018-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.84;117.72;9.96;130.57;15.79;144.32;19.88;159.06;21.86;174.57;21.51;190.29;18.87;205.62;14.22;220.08;7.96;233.55;0.54;246.19;--;--;--;--;--;--;--;--;--;--;
2018-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.13;117.55;10.27;130.42;16.11;144.21;20.22;159.00;22.20;174.56;21.85;190.34;19.20;205.72;14.53;220.22;8.26;233.72;0.83;246.38;--;--;--;--;--;--;--;--;--;--;
2018-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.43;117.38;10.59;130.28;16.44;144.10;20.56;158.93;22.55;174.55;22.19;190.40;19.53;205.83;14.85;220.37;8.56;233.90;1.11;246.58;--;--;--;--;--;--;--;--;--;--;
2018-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.74;117.22;10.90;130.13;16.78;143.99;20.90;158.87;22.90;174.55;22.54;190.46;19.86;205.94;15.16;220.53;8.86;234.08;1.39;246.78;--;--;--;--;--;--;--;--;--;--;
2018-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.05;117.05;11.23;129.99;17.11;143.88;21.25;158.81;23.25;174.54;22.88;190.52;20.20;206.06;15.48;220.68;9.16;234.27;1.68;246.99;--;--;--;--;--;--;--;--;--;--;
2018-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.36;116.88;11.55;129.84;17.45;143.77;21.60;158.75;23.61;174.55;23.24;190.58;20.54;206.18;15.80;220.85;9.46;234.46;1.97;247.20;--;--;--;--;--;--;--;--;--;--;
2018-02-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.68;116.71;11.88;129.70;17.80;143.67;21.96;158.70;23.96;174.55;23.59;190.65;20.88;206.30;16.12;221.01;9.76;234.66;2.26;247.41;--;--;--;--;--;--;--;--;--;--;
2018-02-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.00;116.55;12.22;129.56;18.14;143.56;22.32;158.64;24.33;174.56;23.94;190.72;21.22;206.43;16.44;221.18;10.07;234.86;2.55;247.63;--;--;--;--;--;--;--;--;--;--;
2018-02-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.32;116.38;12.55;129.42;18.49;143.46;22.68;158.59;24.69;174.57;24.30;190.80;21.56;206.56;16.77;221.36;10.37;235.06;2.84;247.85;--;--;--;--;--;--;--;--;--;--;
2018-02-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.65;116.22;12.89;129.28;18.85;143.36;23.04;158.54;25.06;174.58;24.66;190.88;21.90;206.70;17.09;221.54;10.68;235.27;3.13;248.08;--;--;--;--;--;--;--;--;--;--;
2018-02-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.98;116.06;13.24;129.14;19.21;143.25;23.41;158.49;25.43;174.60;25.02;190.96;22.25;206.84;17.42;221.72;10.98;235.48;3.42;248.31;--;--;--;--;--;--;--;--;--;--;
2018-02-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.32;115.89;13.59;129.01;19.57;143.15;23.78;158.45;25.80;174.62;25.39;191.05;22.60;206.98;17.75;221.91;11.29;235.69;3.71;248.54;--;--;--;--;--;--;--;--;--;--;
2018-02-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.66;115.73;13.94;128.87;19.93;143.06;24.15;158.40;26.17;174.64;25.76;191.14;22.95;207.13;18.08;222.10;11.60;235.91;4.00;248.78;--;--;--;--;--;--;--;--;--;--;
2018-02-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.00;115.57;14.29;128.73;20.30;142.96;24.53;158.36;26.55;174.67;26.12;191.23;23.30;207.29;18.40;222.29;11.91;236.14;4.29;249.02;--;--;--;--;--;--;--;--;--;--;
2018-02-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.78;102.94;7.34;115.41;14.65;128.60;20.66;142.86;24.90;158.32;26.93;174.69;26.49;191.33;23.65;207.44;18.73;222.49;12.22;236.36;4.59;249.26;--;--;--;--;--;--;--;--;--;--;
2018-03-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;102.77;7.69;115.25;15.01;128.46;21.04;142.77;25.29;158.28;27.31;174.72;26.86;191.43;24.00;207.60;19.07;222.70;12.53;236.59;4.88;249.51;--;--;--;--;--;--;--;--;--;--;
2018-03-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.10;102.59;8.04;115.09;15.37;128.33;21.41;142.67;25.67;158.24;27.69;174.76;27.24;191.54;24.36;207.77;19.40;222.90;12.84;236.82;5.17;249.76;--;--;--;--;--;--;--;--;--;--;
2018-03-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.24;102.42;8.39;114.93;15.73;128.20;21.78;142.58;26.05;158.21;28.08;174.79;27.61;191.64;24.71;207.94;19.73;223.11;13.15;237.06;5.47;250.01;--;--;--;--;--;--;--;--;--;--;
2018-03-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.59;102.25;8.75;114.77;16.10;128.06;22.16;142.49;26.44;158.17;28.47;174.83;27.99;191.75;25.07;208.11;20.06;223.33;13.46;237.30;5.76;250.26;--;--;--;--;--;--;--;--;--;--;
2018-03-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.94;102.07;9.10;114.61;16.46;127.93;22.54;142.40;26.83;158.14;28.85;174.87;28.36;191.87;25.42;208.28;20.39;223.54;13.77;237.54;6.06;250.52;--;--;--;--;--;--;--;--;--;--;
2018-03-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.29;101.90;9.46;114.46;16.83;127.80;22.93;142.31;27.22;158.11;29.24;174.91;28.74;191.98;25.78;208.46;20.73;223.76;14.08;237.79;6.35;250.78;--;--;--;--;--;--;--;--;--;--;
2018-03-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.64;101.73;9.82;114.30;17.21;127.67;23.31;142.22;27.61;158.08;29.63;174.95;29.12;192.10;26.14;208.64;21.06;223.99;14.39;238.04;6.64;251.04;--;--;--;--;--;--;--;--;--;--;
2018-03-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.99;101.56;10.19;114.14;17.58;127.54;23.69;142.13;28.00;158.05;30.03;175.00;29.50;192.23;26.50;208.83;21.39;224.22;14.70;238.29;6.94;251.31;--;--;--;--;--;--;--;--;--;--;
2018-03-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.35;101.39;10.55;113.99;17.96;127.41;24.08;142.04;28.40;158.02;30.42;175.05;29.88;192.35;26.85;209.01;21.72;224.45;15.01;238.54;7.23;251.58;--;--;--;--;--;--;--;--;--;--;
2018-03-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.71;101.22;10.92;113.83;18.33;127.28;24.47;141.95;28.79;158.00;30.81;175.10;30.26;192.48;27.21;209.21;22.06;224.68;15.32;238.80;7.52;251.85;--;--;--;--;--;--;--;--;--;--;
2018-03-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.07;101.05;11.28;113.68;18.71;127.15;24.86;141.87;29.19;157.97;31.21;175.15;30.64;192.61;27.57;209.40;22.39;224.91;15.63;239.06;7.82;252.12;-0.58;264.55;--;--;--;--;--;--;--;--;
2018-03-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.43;100.89;11.65;113.53;19.09;127.02;25.25;141.78;29.59;157.95;31.60;175.21;31.02;192.75;27.93;209.60;22.72;225.15;15.94;239.32;8.11;252.39;-0.30;264.83;--;--;--;--;--;--;--;--;
2018-03-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.79;100.72;12.02;113.37;19.47;126.89;25.64;141.69;29.99;157.93;32.00;175.27;31.41;192.88;28.29;209.80;23.05;225.39;16.25;239.58;8.40;252.67;-0.01;265.11;--;--;--;--;--;--;--;--;
2018-03-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.16;100.55;12.39;113.22;19.85;126.76;26.04;141.61;30.39;157.90;32.40;175.32;31.79;193.02;28.65;210.00;23.39;225.64;16.56;239.85;8.70;252.94;0.27;265.39;--;--;--;--;--;--;--;--;
2018-03-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.52;100.39;12.77;113.06;20.24;126.64;26.43;141.52;30.79;157.88;32.80;175.38;32.17;193.16;29.00;210.21;23.72;225.88;16.86;240.12;8.99;253.22;0.55;265.67;--;--;--;--;--;--;--;--;
2018-03-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.89;100.22;13.14;112.91;20.62;126.51;26.82;141.44;31.19;157.86;33.19;175.45;32.55;193.31;29.36;210.42;24.05;226.13;17.17;240.39;9.28;253.50;0.84;265.96;--;--;--;--;--;--;--;--;
2018-03-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.26;100.06;13.51;112.76;21.00;126.38;27.22;141.35;31.59;157.85;33.59;175.51;32.93;193.45;29.72;210.63;24.38;226.38;17.48;240.66;9.57;253.78;1.12;266.24;--;--;--;--;--;--;--;--;
2018-03-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.62;99.89;13.89;112.61;21.39;126.25;27.61;141.27;31.99;157.83;33.99;175.58;33.32;193.60;30.08;210.84;24.71;226.64;17.78;240.93;9.86;254.06;1.40;266.53;--;--;--;--;--;--;--;--;
2018-03-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.99;99.73;14.26;112.45;21.77;126.13;28.01;141.19;32.39;157.81;34.39;175.64;33.70;193.75;30.43;211.06;25.04;226.89;18.09;241.21;10.15;254.35;1.69;266.81;--;--;--;--;--;--;--;--;
2018-03-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.36;99.56;14.63;112.30;22.15;126.00;28.40;141.10;32.80;157.79;34.79;175.71;34.08;193.91;30.79;211.27;25.36;227.15;18.39;241.49;10.44;254.63;1.97;267.10;--;--;--;--;--;--;--;--;
2018-03-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.73;99.40;15.01;112.15;22.54;125.87;28.80;141.02;33.20;157.78;35.18;175.78;34.46;194.06;31.14;211.49;25.69;227.41;18.70;241.76;10.73;254.92;2.25;267.39;--;--;--;--;--;--;--;--;
2018-03-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.09;99.23;15.38;112.00;22.92;125.74;29.19;140.94;33.60;157.76;35.58;175.85;34.84;194.22;31.50;211.72;26.02;227.67;19.00;242.04;11.01;255.20;2.53;267.68;--;--;--;--;--;--;--;--;
2018-03-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.46;99.07;15.76;111.84;23.31;125.62;29.59;140.85;34.00;157.75;35.98;175.92;35.22;194.38;31.85;211.94;26.34;227.93;19.30;242.32;11.30;255.49;2.81;267.96;--;--;--;--;--;--;--;--;
2018-03-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.77;86.58;7.83;98.91;16.13;111.69;23.69;125.49;29.98;140.77;34.40;157.73;36.38;176.00;35.60;194.54;32.20;212.17;26.67;228.20;19.60;242.60;11.58;255.78;3.09;268.25;--;--;--;--;--;--;--;--;
2018-03-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.40;86.42;8.19;98.75;16.50;111.54;24.07;125.36;30.38;140.68;34.80;157.72;36.77;176.07;35.98;194.70;32.55;212.39;26.99;228.46;19.90;242.89;11.87;256.07;3.37;268.54;--;--;--;--;--;--;--;--;
2018-03-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.04;86.25;8.56;98.58;16.87;111.39;24.46;125.23;30.77;140.60;35.20;157.70;37.17;176.15;36.36;194.86;32.90;212.62;27.31;228.73;20.20;243.17;12.15;256.35;3.65;268.83;--;--;--;--;--;--;--;--;
2018-03-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.33;86.09;8.93;98.42;17.25;111.24;24.84;125.10;31.16;140.51;35.60;157.69;37.56;176.22;36.73;195.03;33.25;212.85;27.63;229.00;20.50;243.45;12.44;256.64;3.92;269.12;--;--;--;--;--;--;--;--;
2018-03-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.69;85.93;9.29;98.26;17.62;111.08;25.22;124.97;31.55;140.43;36.00;157.67;37.96;176.30;37.11;195.20;33.60;213.09;27.95;229.26;20.80;243.74;12.72;256.93;4.20;269.40;--;--;--;--;--;--;--;--;
2018-03-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.06;85.77;9.66;98.10;17.99;110.93;25.60;124.84;31.95;140.34;36.40;157.66;38.35;176.38;37.48;195.36;33.95;213.32;28.27;229.53;21.09;244.02;13.00;257.22;4.48;269.69;--;--;--;--;--;--;--;--;
2018-03-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.42;85.61;10.02;97.93;18.36;110.78;25.98;124.71;32.33;140.26;36.79;157.64;38.74;176.46;37.86;195.53;34.29;213.55;28.59;229.80;21.39;244.31;13.28;257.51;4.75;269.97;--;--;--;--;--;--;--;--;
2018-03-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.78;85.44;10.38;97.77;18.72;110.62;26.35;124.58;32.72;140.17;37.19;157.63;39.13;176.53;38.23;195.70;34.64;213.79;28.90;230.08;21.68;244.59;13.56;257.79;5.03;270.26;--;--;--;--;--;--;--;--;
2018-04-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.14;85.28;10.74;97.61;19.09;110.47;26.73;124.45;33.11;140.08;37.58;157.61;39.52;176.61;38.60;195.87;34.98;214.03;29.21;230.35;21.97;244.88;13.83;258.08;5.30;270.54;--;--;--;--;--;--;--;--;
2018-04-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;85.12;11.10;97.45;19.45;110.31;27.10;124.32;33.50;139.99;37.97;157.60;39.91;176.69;38.97;196.04;35.32;214.26;29.53;230.62;22.26;245.16;14.11;258.37;5.57;270.83;--;--;--;--;--;--;--;--;
2018-04-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.85;84.96;11.46;97.28;19.82;110.16;27.48;124.18;33.88;139.91;38.36;157.58;40.29;176.77;39.33;196.22;35.66;214.50;29.84;230.89;22.55;245.44;14.39;258.65;5.84;271.11;--;--;--;--;--;--;--;--;
2018-04-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.21;84.80;11.81;97.12;20.18;110.00;27.85;124.05;34.26;139.82;38.75;157.57;40.68;176.85;39.70;196.39;36.00;214.74;30.15;231.16;22.83;245.73;14.66;258.94;6.11;271.39;--;--;--;--;--;--;--;--;
